source_program,source_file,source_id,source_kind,question
agora,research/agora/QUESTION_BANK_EXTENDED.md,A42,bank,"WHICH decisions belong at WHICH level — since ""the lowest possible level"" is the whole art, and ""possible"" is doing enormous work: what is the honest principle for assigning a decision to the purok, the neighbourhood, the ward, the city, the GTA, Ontario, Canada, or the world (who is affected, who bears the cost, what scale the problem actually operates at, where the knowledge lives)? What are the clear cases (the community garden is local; the climate is planetary) and how do we handle the genuinely contested middle without the assignment itself becoming the new centralized power? *(Operationalizing subsidiarity; the assignment problem as the real work.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A43,bank,"How does ""AGGREGATE UP to create scale"" actually work without recreating the centralization it replaces — since this is the unsolved half of the operator's thesis, and every federation in history has watched power flow upward: what are the real mechanisms for aggregating local decisions into scaled action (nested councils, delegated-and-recallable representation up the ladder, federated deliberation, the subsidiarity principle enforced against the centre) that keep the aggregating layer a servant of the levels below it rather than their new master? What stops the aggregation point from becoming the next capital? *(The hard half of the thesis; the anti-re- centralization mechanism.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A44,bank,"What does pushing WEALTH and RESOURCE ALLOCATION down actually mean, honestly — since the operator names wealth and resources, not just decisions, and this is where subsidiarity gets real and hard: participatory budgeting at every level, local control of local revenue, community ownership and the commons — held against the brutal reality that Ontario municipalities have almost no fiscal autonomy (they depend on property tax and provincial transfers, cannot run deficits, and raise little of what they spend)? What can actually be decentralized fiscally under current law, what would require provincial change, and where has fiscal decentralization worked or failed? *(Take-the-money-out made conc"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A45,bank,"How do we prevent LOCAL CAPTURE — the strongest objection to subsidiarity, since pushing power down can simply hand it to whoever already dominates locally (the developer, the incumbent, the loudest neighbourhood association, the local machine), and small units are often EASIER to capture than large ones? What are the safeguards (transparency, rotation, sortition, the do-no-harm and marginalized-voice floors applied locally, higher-level protection of local minorities) that keep ""local control"" from meaning ""control by the local powerful""? *(The honest objection to the core thesis, answered structurally; marginalized-voice protection at the local level.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A46,bank,"How does the PUROK layer — the operator's smallest unit, ~10,000 of them — actually function as the foundation of the whole ladder: what is the real design for hyper-local deliberation at the block / building / micro-neighbourhood scale (learning from the purok tradition, resident associations, block clubs, and the WP-TRIBE work) that makes the base of the pyramid genuinely alive rather than a paper unit, and how does it connect upward without being swallowed? What makes a purok real — a place where neighbours actually decide something together — rather than a line on a map? *(Extends WP-TRIBE / the purok layer; the base of the subsidiarity ladder made real.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A47,bank,"What is genuinely worth STEALING from the network-state / coordiNation idea — engaged intellectually and honestly: the good (aligned communities coordinating at scale, digital-first membership, cloud-then-land sequencing, treating governance as something you can design and opt into, exit as a discipline on power) versus the real critiques (the exit-over-voice politics, the risk of wealthy enclaves seceding from shared obligation, the sovereignty and accountability questions, the gap between manifesto and any actual functioning polity)? What transfers to a diverse, bounded, legally-constrained real city, and what is fantasy? *(Governance-futures; honest FOR/AGAINST; what actually transfers.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A48,bank,"What do ECOVILLAGES and intentional communities actually teach — since they are the longest- running real-world experiments in consensus governance, shared resources, and living differently, with decades of honest data: what works at their scale (deep consensus, sociocracy, shared ownership, strong culture), what consistently breaks (they rarely scale past ~150 people, founder and personality conflict, the tyranny of consensus where one holdout blocks everyone, exclusivity and self-selection), and which of their practices survive translation from a hundred committed people to a diverse city of millions? *(The real-world consensus laboratories; honest about the scale wall.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A49,bank,"What is the honest record of ""FREE CITIES,"" charter cities, and special jurisdictions — the Próspera / charter-city / special-economic-zone family — including the serious critiques (democratic deficit, foreign investors writing local law, the colonial echoes, the accountability void) and whatever genuinely transfers (regulatory experimentation zones, the idea that a city can be a deliberate design rather than an accident)? How does a program committed to democracy and do-no-harm learn from these without importing their politics? *(Free cities with their real critiques; learning without endorsing.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A50,bank,"What is the SORTITION and citizens'-assembly tradition — arguably the most evidence-backed governance-future of all, and strangely absent from the operator's named list — worth to us: the real record of randomly-selected mini-publics (the Irish citizens' assemblies on abortion and same- sex marriage, the OECD's ""deliberative wave"" data, Ostbelgien's permanent citizens' council) that shows ordinary people, given time and good information, make remarkably good decisions? Where does sortition genuinely outperform election, where are its limits (binding power, scale, sustained engagement), and how much of the ""why representatives at all"" question does it actually answer? *(The strongest-evidence"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A51,bank,"How do we SHAMELESSLY COPY THE BEST as a disciplined method rather than a magpie habit — since the operator's instruction is to take the best of every model: what is the honest process for scanning the world's governance experiments (Taiwan's vTaiwan and Plurality work, Barcelona's Decidim, Porto Alegre's participatory budgeting, the Nordic and Swiss direct-democracy traditions, the OECD deliberative-wave cases), extracting what actually worked and why, testing whether it transfers to Toronto's law and diversity, and adapting rather than cargo-culting? What is the copy- the-best pipeline, and how does it avoid importing a practice's failures along with its wins? *(Shamelessly- copy-the-best "
agora,research/agora/QUESTION_BANK_EXTENDED.md,A52,bank,"How do we move FAST-but-SAFE through all of this — the operator's ""as fast as possible and as slow as necessary"" — since governance experiments touch real people's real lives and getting it wrong at scale harms real communities: what is the honest sequencing (small reversible pilots first, the highest-stakes and least-reversible decisions slowest, speed where the cost of error is low and care where it is high), and what is the mechanism that decides which gear a given change is in BEFORE the enthusiasm decides for us? *(Fast-but-safe as an explicit gearing rule; reversibility as the throttle.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A53,bank,"Who GOVERNS the program that is redesigning governance — since a movement building the future of civic decision-making holds enormous soft power over the frame, the platform, the AI, and the process, and the deepest hypocrisy risk is a small unaccountable group deciding how everyone else should decide: what is the governance structure that makes the program itself subject to the subsidiarity, transparency, recallability, and do-no-harm principles it preaches, so it practices democracy on itself first? Who can recall its leaders, audit its AI, and change its rules? *(The hypocrisy firewall; the program bound by its own thesis.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A54,bank,"How do we hold the HONEST costs and the honest ledger — since scalable deliberation across the whole ladder, thousands of paid facilitators, a civic platform, and real experimentation are not free, and ""democracy is priceless"" is not a budget: what does this actually cost, who pays without the funder capturing the agenda, what does it realistically save or unlock, and what does the program refuse to promise it can afford? *(Take-the-money-out and honest-costs discipline; funder-capture as a named risk; no invented savings.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A55,bank,"How does the program engage the hardest DEBATES without ducking them — the honest FOR/AGAINST on replacing representatives, on binding direct democracy, on AI in deliberation, on centralization versus subsidiarity, on network states — in language that survives a hostile critic AND leaves every reader (the skeptic, the councillor, the disengaged, the marginalized) feeling the tension was held honestly rather than a conclusion smuggled past them? *(Evidence honesty; every debate held straight, no smuggled conclusions.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A56,bank,"How do we run the whole thing as PRACTICE, not theory — since the operator's whole estate is practice-first and the field is littered with beautiful democratic-innovation reports that changed nothing: what is the smallest real thing (one purok that actually deliberated and decided something, one ward's participatory budget that actually moved money, one hybrid room that actually reached the excluded) that proves the model in a real week with real residents, rather than one more framework? *(Practice over theory; the real-events-in-real-weeks test.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A57,bank,"How do we guarantee the program is done BY the people, not TO them — guarding against the precise trap that a movement convinced it has designed a ""better democracy"" becomes a new vanguard imposing its enlightened process onto a public that never asked for it, which is just centralization wearing a participatory mask? What is the design where the public holds the pen on the process itself, can reject the whole thing, and where ""we know a better way to decide"" never becomes its own form of not-listening? *(The deepest do-no-harm and not-dictating constraint, turned on the program; connection over conversion.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A58,bank,"How do we PARTNER rather than fight the existing institutions — the council, the city staff, the unions, the province — since the operator's standing rule is partners-never-adversaries and the fastest way to kill this is to make it a threat to everyone inside the current system: what is the frame where councillors, civil servants, and unions see the transformation as an upgrade to their role and a tool that makes their work matter more, so reform is something they help lead rather than something done against them? *(Partners-never-adversaries; the institutions as co-authors, not obstacles.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A59,bank,"How does the program stay HONEST about the difference between engagement and legitimacy — since the whole point of the inherited validity rule is that gathering input, modelling opinion, or running a slick consultation is NOT the same as a legitimate mandate, and the temptation to claim more legitimacy than the process earned is constant: what is the standing discipline that labels exactly what each exercise IS (a rehearsal, a consultation, a binding deliberation) and never lets the easy version launder authority the hard version didn't confer? *(Simulation-never-mandate as a standing operational discipline, not a one-time rule.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A60,bank,"How do we hold the 7-GENERATIONS and global-governance stakes the operator names — building for the children who might live forever and for a world that might copy us — as genuine long-horizon design (reversibility, option-preservation, the interests of the not-yet-born and the voiceless, the humility that we are early and will be wrong about much) rather than as grandiosity that outruns the evidence and excuses present harm in the name of a glorious future? What does taking the long horizon seriously actually change in a decision made this year? *(Seven-generations as design humility, honored as vision, never as license; the operator's stakes held with the hard rule's care.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A61,bank,"How do we make Toronto the city the WORLD copies on democracy — since the movement's frame is ""Toronto demonstrates, the world copies,"" the operator's ladder reaches to the world, and the seven-generations stakes are global: what is the minimum demonstrable proof (the smallest honest thing that works and travels), and how is it built to be shared openly and non-extractively — the method, the open-source platform, the process patterns — with the world's cities rather than packaged and sold? *(The demonstration frame; open and non-extractive sharing, not export-for- profit.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A62,bank,"How do we design for our own OBSOLESCENCE and evolution — since a system that cannot be changed by the next generation becomes the new tyranny, and the operator wants a ""permanent culture/system"" that must paradoxically be permanently revisable: what is the built-in mechanism by which the puroks, wards, and city can rewrite the whole thing when it stops serving them, so the ""best path forward"" we build never calcifies into the fixed thing our great-grandchildren have to overthrow? *(The anti-calcification mechanism; permanence as revisability, not fixity.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A63,bank,"What do we do when it genuinely CONFLICTS — when local deliberation demands one thing and the wider public another, when the expert consensus and the popular will diverge, when a purok's self-determination collides with a right it would violate — since the whole architecture will produce these clashes and ""we'll figure it out"" is not a design? What is the honest conflict-of- levels resolution mechanism (where the do-no-harm floor overrides, where subsidiarity holds, where the higher level may only protect and never impose), and who arbitrates without becoming the sovereign the program exists to abolish? *(The conflict-resolution mechanism the subsidiarity ladder requires; the arbiter's-dilem"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU45,bank,"Start with the honest version of your own question: what can a MILLION people coordinate that a thousand can't — not in theory, in a Tuesday? Snow cleared block-by-block before the city truck arrives, surplus food routed to the family that needs it that night, a broken elevator in a tower flagged and fixed by the people who live there? Name three things that only switch on at density, and three that density makes WORSE (the monoculture, the single app everyone depends on, the one outage that stops everybody at once)."
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU46,bank,"Mass-adoption cuts both ways: the same platform that lets 3 million coordinate is the same platform that, if someone else owns it, watches 3 million. Is the density dividend only safe when WE own the rails (the TorontoOS/data-sovereignty inheritance ⚠️) — and if a private platform is faster to scale, do we ever take the speed and give up the ownership, or is that the exact trade the whole movement exists to refuse?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU47,bank,"Hyper-localization vs. mass-scale is a tension, not a slogan: the block wants its own character, the network wants one standard. Where does automation belong to the PUROK (the robot the block borrows, tunes, repairs) and where does it belong to the whole city (the safety spec, the interoperability, the shared model)? Draw the line — what's local by right, what's common by necessity?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU48,bank,"The uncomfortable one: if being ""on the same platform"" is the source of the power, what about the person who says no — the elder with no phone, the family that doesn't want to be counted, the block that opts out? Does the density dividend still reach them, or does opting out quietly become opting into poverty? A movement that puts connection first can't build a system where the refusers get left behind — so how does the benefit reach the person who never signed up?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU49,bank,"Make the list the people would actually write, not the one a designer would. Best guess at what stays human no matter how good the machine gets: the hug, the diagnosis-delivered-with-a- hand-on-the-shoulder, the teacher who sees the kid, the meal cooked FOR someone, the apology, the vote, the decision to end a life-support. Which of these is ""stays human because a machine CAN'T"" and which is ""stays human because we CHOOSE it must"" — and is the second list the more important one to write down before the machines get good enough to blur it?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU50,bank,"Some things a machine could do fine, and we should still forbid it — not because it fails, because doing it ourselves is the point. Sentencing a person. Deciding who gets the apartment. Telling a parent their child died. Is there a charter-candidate here: a ""reserved to humans"" list, posted like the refused-applications wall (AU21), that names the decisions we will never let a system make FOR us no matter how accurate it gets — the valuation, the surveillance judgment, the who-counts call from the META clause?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU51,bank,"The subtle theft: automation rarely announces ""I'm taking this from you"" — it just makes the human version slower, more expensive, slightly inconvenient, until nobody chooses it anymore (the checkout line, the bank teller, the phone tree). How do we protect the human option from dying by a thousand conveniences — is there a ""the human way must always be OFFERED, and never punished"" rule, so choosing the person over the machine never costs you more?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU52,bank,"The trap in your own thesis: automate the drudgery and you also automate the FIRST RUNG — the entry job, the apprenticeship, the way a kid with nothing learns to show up, get paid, be trusted. If the robot does the dishwashing and the shelf-stocking and the parking enforcement, where does the 17-year-old with no diploma start? Does AUTOMATA owe a ""new first rung"" for every old one it automates away — and is that rung a real answer or a consolation prize?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU53,bank,"Purpose isn't the same as a job, but for most people it's been DELIVERED by a job — structure, dignity, somewhere to be, people who need you there. If we take the job, we have to hand back the four things the job was smuggling in. Which of those can the village provide directly (the CONNECTION seam), which needs money to underwrite (ABUNDANCE), and which — the being-needed — can NOTHING replace except giving people real work that actually matters? ⚠️ (the ""meaning crisis"" literature is real and contested — SCAN before citing)."
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU54,bank,"Honest sequencing question: do we automate the slave work BEFORE the purpose-and-money answers are built, or after? Because the order is the whole ethics. Automate first and you get displacement and a promise. Build the floor first and automation arrives as relief. Seed 2 says the adoption curve is already behind for social reasons ⚠️ — is that lag a gift (time to build the floor) or a trap (false comfort while it accelerates), and which does the program bet on?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU55,bank,"This might be the warmest question in the whole bank, so let's not over-engineer it: the shovelling, the sweeping, the garden, the cooking — for a lot of people that IS the good life, not the burden. So the design rule flips: automation as something you OPT INTO on the days your back hurts, never something done TO your street because the system decided it was more efficient. What does ""the robot clears the walk only when you ask, and the rest of the time it's yours to do"" actually look like as a piece of engineering AND as a piece of respect?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU56,bank,"There's a real difference between the shovelling an 80-year-old WANTS (the movement, the fresh air, the neighbour who waves) and the shovelling that kills them (the heart attack in the driveway ⚠️ — verify the cold-exertion cardiac risk claim). Can automation tell the difference — can it take the danger without taking the dignity, be there for the deep heavy wet snow and absent for the light satisfying kind? Or is asking a machine to judge that just us being lazy about showing up as neighbours ourselves?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU57,bank,"Follow the elder's instinct all the way down: maybe the deepest thing they're saying is ""don't automate me into uselessness — I still want to be the one who feeds people."" So the question for the WHOLE program: is the goal ever to do things FOR people, or always to help people keep doing the things that make them feel alive and needed? If it's the second, half the ""efficiency"" case for automation is actually a case AGAINST it — where does that leave the enterprise lane?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU58,bank,"Name the failure honestly so we can design against it: the automated life that ends in the reclining chair, the screen, the delivered food, the atrophied body — the sci-fi warning ⚠️ everyone already pictures. What's the OPPOSITE picture, drawn just as vividly? Freed hours that go into the garden, the gym, the neighbour, the craft, the kid's team — and what has to be TRUE (culturally, not just technically) for the freed time to flow there instead of to the couch?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU59,bank,"You can't legislate people out of laziness, but you can build a culture that makes purpose the higher-status choice (the movement's whole bet). If automation hands everyone free time, the scarce thing becomes what you DO with it — is that the moment the SPORT/practice-culture programs matter most, where ""look how alive he is"" beats ""look how comfortable he is""? How does AUTOMATA hand its dividend straight to the programs that turn free time into aliveness rather than sedation?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU60,bank,"The hard mirror: indulgence and degeneracy aren't what automation does to us, they're what we do with the room it makes — the same room could hold a symphony or a stupor. So is the real design target not the machine at all but the DEFAULT — what's the path of least resistance in an automated life, and can we bend the easy path toward the good one (the walk, the shared meal, the practice) the way junk food bent it the other way? Who's honest enough to admit we're designing temptation, just pointed at virtue this time?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU61,bank,"If Seed 2's estimate is even half right — 40%+ of jobs replicable today ⚠️ (SCAN: gather every credible prediction, the range, the timelines, the skeptics) — then tinkering isn't a serious response. What's the most RADICAL reform this movement would actually stand behind, said plainly: shorter work weeks, a dividend from the machines, common ownership of the productive robots, a right to retrain paid-for-life? Which of these is ""obvious once you say it out loud"" and which is ""we'd get called crazy"" — and is getting called crazy sometimes the sign you're finally being honest about the scale?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU62,bank,"Every past technological shock eventually made new work ⚠️ (the horses-to-cars, the farm-to-factory stories — verify how clean those transitions actually were, and for whom). The believers say this time is the same, the worriers say this time the machine takes the NEW jobs too. We don't have to resolve the economics to design for it: what does a program do that's robust whether the optimists OR the pessimists are right — the plan that helps either way, so we're not betting the city on a forecast?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU63,bank,"Reform for whom, first? The instinct is to protect the most exposed — but the most exposed are often the least organized and the last consulted (the warehouse, the call centre, the long-haul cab). Does radical reform start with the loudest displaced or the quietest, and how do we make sure the people whose work goes FIRST are in the room writing the reform, not reading about it after (the partners-never-adversaries rule, at civilizational scale)?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU64,bank,"Before one word of vision: where is Toronto REALLY at? Not the press release. How many jobs here are already exposed ⚠️, how automated is the port/warehouse/transit belt today ⚠️, what AV testing has actually happened on our streets ⚠️, how many households couldn't work a frontier tool if you gave it to them free (the literacy gap)? Is the FIRST civic-literacy product just an honest mirror — ""here's where your city actually stands"" — because you can't have a real discussion on a fantasy baseline?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU65,bank,"The literacy baseline specifically: Seed 2 says the people don't feel their voices have been heard on this and there's no real literacy yet. Before we teach, we measure — what does the average Torontonian actually understand, fear, and want about AI/robotics/automation right now ⚠️? Is a citywide ""where are we really at"" listening exercise the honest AU3-answer for why this fires as research NOW — you can't design for people you haven't asked?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU66,bank,"Baseline of trust, not just tech: how much do people here trust the CITY to lead this (Seed 2 says ""led and coordinated by the City of Toronto"")? ⚠️ After Sidewalk Toronto ⚠️, is public trust in city-led tech a strength to build on or a wound to heal first — and does AUTOMATA's real first job turn out to be earning the standing to even hold this conversation?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU67,bank,"""Partners never adversaries"" only means something if the worker whose job changes ends up BETTER off, by their own account, not the program's. So ask them: the driver, the cashier, the warehouse picker — what would a good version of the next ten years look like TO YOU? Is the honest deal ""same pay, better work, you help design the machine,"" and if the movement can't promise that, should it be automating that job at all yet?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU68,bank,"Role transformation is a nice phrase that often means ""learn to code or lose"" ⚠️. What does a REAL transformation ladder look like — the courier becomes the micro-hub coordinator, the driver becomes the fleet-operations lead (the AU18 teleoperation-as-pipeline idea), the cashier becomes the human the store keeps because people missed a face? Are those real roles with real pay, or are we dressing up demotion? Who audits whether the ""transformed"" worker actually landed somewhere good?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU69,bank,"The dignity of the transition itself: nobody wants to be ""retrained"" like they're broken. Can the affected worker be positioned as the EXPERT — the person who knows the job best is the person who should design its automation and teach the next role — so the transition feels like promotion to elder-of-the-craft, not eviction? What would make a displaced worker proud instead of ashamed?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU70,bank,"The whole thing fails if the automated-but-purposeful life reads as the LESSER, more boring option — the responsible-vegetables to consumerism's dessert. So the real design job is desire: how do you make the person who gardens, cooks, shows up, and stays strong the one everyone QUIETLY WANTS TO BE — the way health and craft and being-in-shape can become genuinely aspirational rather than preachy? Who models it — and does the movement need its own version of the thing advertising does, pointed at virtue instead of stuff?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU71,bank,"Virtues go stale the second they're prescribed. What makes discipline, generosity, craft, and presence feel EARNED and cool rather than imposed — is it that people choose them, see peers thriving on them, and get status for them (not a lecture about them)? Is AUTOMATA's job here just to hand back the TIME, and the sibling programs' job to make the time beautiful — and if the virtues aren't already aspirational in those programs, does automation just accelerate whatever culture already exists, good or rotten?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU72,bank,"The aspiration has to survive abundance — that's the hard part. It's easy to value hard work when you must; the test is valuing purpose when the machines mean you DON'T have to lift a finger (the AU39 30-year-no-money horizon, stress-tested). What keeps a person reaching when nothing forces them to — love, mastery, being needed, leaving something behind? Which of those does a movement actually nurture, and which does it just have to hope for?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU73,bank,"AU28 gave us ""automate the task, never the practice."" Push it: what MAKES something a practice worth protecting — that it builds the body, the skill, the patience, the bond — and can we write a test a program can actually apply, so we know which jobs to automate freely and which to guard like the garden and the craft (HARVEST's grown-with-love, SPORT's body-as-curriculum)?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU74,bank,"A practice culture needs places to practice. If automation frees the time, do we owe the SPACES — the community kitchen, the fab lab, the repair café, the workshop, the field — so the freed hours have somewhere to GO (AU58's default problem, made physical)? Is ""build the practice spaces before you free the time"" a sequencing rule, and who builds them (HOMES, the puroks, the commons fund)?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU75,bank,"Your strategy-game lineage runs through this whole movement (the raid leader becomes the fleet coordinator, SP70). Applied here: can civic tech literacy have LEVELS people actually want to climb — from ""I can use a frontier tool"" to ""I can teach it"" to ""I run a fleet/hub/mission"" — a real progression with visible rank and earned trust, not a training module you click through and forget? What makes leveling-up FEEL good without turning citizenship into a grind for points?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU76,bank,"Gamification's dark side is manipulation — the dopamine slot-machine, the engagement trap (the very pattern the movement critiques). So where's the line between a progression that genuinely develops a person and one that just farms their attention ⚠️? Is the honest test whether the ""game"" leaves you MORE capable and connected when you log off — and if a mechanic fails that test, does it go on the refused-applications wall like any other extraction?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU77,bank,"AU14 pointed at the ""fake-GDP intermediaries"" in the food chain. Generalize it across every automatable system: where does the middleman-that-adds-nothing actually live — the payment processor's cut, the platform's rake, the data broker, the licensing toll — and which of those does automation let the people simply ROUTE AROUND? Is a real deliverable a plain map of ""here's the money leaving your neighbourhood for nothing, and here's the automated public rail that keeps it home""?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU78,bank,"""Taking the money out honestly"" cuts both ways — it also means being honest that SOME intermediaries earn their keep (the courier with the good wage, the mechanic, the person who actually carries the box). How do we tell the extractive middle from the value-adding one without kidding ourselves — and make sure ""cutting out the middleman"" doesn't quietly become ""cutting out the worker"" while the platform owner keeps their cut (AU15's e-bike-courier-on-public-rails as the humanistic answer)?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU79,bank,"Seed 2 wants two things that pull against each other: move FAST (heads out of the sand, tech is moving whether we like it or not) and DON'T scare or displace people. What does ""fast but safe"" actually mean as a speed limit — quick to teach and demonstrate, slow to displace, never deploy faster than the safety net can catch? Is the SAFE in ""SAFE conversion kits"" (AU35's manual-mode mandate) the same SAFE that should govern the whole program's pace?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU80,bank,"Who sets the speed — and can it differ by domain? Maybe literacy and access go as fast as we can manage (pure upside), while actual displacement-causing deployment waits for the floor (AU54's ordering). Is the honest rule ""accelerate the learning, pace the replacing"" — and what stops competitive pressure (someone else automates faster and cheaper) from blowing that speed limit apart, forcing the movement to choose between its pace and its principles?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU81,bank,"Under every anchor question — what stays human, what gives purpose, how we avoid degeneracy — the same answer keeps surfacing: connection. Is that the actual thesis of the whole program — that automation is GOOD exactly to the degree it pushes people together and BAD exactly to the degree it lets them be alone (AU33's robot-does-dishes-so-the-block-eats-together, made the master rule)? If so, does every AUTOMATA proposal get one test before anything else: does this connect people or isolate them?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU82,bank,"The lonely efficiency: the most ""efficient"" automated life is often the most isolated one — everything delivered, nothing shared, no reason to leave the unit ⚠️ (the isolation-and-health literature is real; SCAN before citing). If connection is the answer, does the program sometimes choose the LESS efficient path on purpose — the pickup that means you see a neighbour, the shared machine that means you meet the block — and can it say out loud that friction between people is sometimes a feature, not a bug to automate away?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU83,bank,"Connection as the safety net UNDER the safety net: money and retraining catch the displaced worker's rent, but who catches their sense of worth, their mornings, their belonging (the AU53 four-things-a-job-smuggled-in)? Is the deepest job-loss answer not economic at all but social — a village that needs you whether or not a company does — and is THAT the thing AUTOMATA can only point at, while CONNECTION and the puroks actually build it?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU84,bank,"Take the META clause at full strength: it's not really about robots, it's about WHO holds the pen on the systems that will run our lives — financial, surveillance, banking, valuation, decision-making, driverless. Which of those is Toronto actually positioned to redesign for its people, and which is honestly beyond a city's reach (you can't rebuild the banking system from a neighbourhood)? Where's the line between the systems we can genuinely author and the ones we can only refuse or resist?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU85,bank,"""Designed for us by people who must serve their investors"" — that's not an accusation of villainy, it's a description of incentives (say it that way, so it lands as clarity not conspiracy). So the design question is structural: what OWNERSHIP and GOVERNANCE form lets a system serve its users instead of its funders (the AU20 ownership stack, the AU23 capture wall) — and is the whole point that you have to get the incentives right at BIRTH, because you can't bolt ""serve the people"" onto a thing built to serve shareholders?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU86,bank,"The valuation and decision systems are the sleeper items in that list — the credit score, the risk model, the algorithm that decides who gets the loan, the job, the apartment, the parole (the AU50 reserved-to-humans list, made concrete). These already run, mostly unseen, mostly owned by people we can't name. Is a people's alternative here even a MACHINE, or is it a right — the right to see the model that judged you, contest it, and demand a human? What does ""we design the decision systems ourselves"" mean when the decisions are already being made about us today?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU87,bank,"Frame it by function, not by the company name, so we're arguing with a design and not a brand ⚠️ (keep every reference descriptive — these platforms integrate large public and private datasets for analysis and operational decision-making; the SCAN/EVIDENCE roles establish exactly what they do and don't before anything is claimed). The people's-alternative question then becomes: can a city give itself the POWER of a total-integration data platform — seeing its own systems whole — WITHOUT the surveillance, the black box, and the private ownership? Is that even the same tool with a different owner, or a fundamentally different design?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU88,bank,"The honest hard part: what makes those platforms powerful is exactly what makes them dangerous — total integration, everything connected, nothing hidden from the operator. A people's version that refuses surveillance (the AU21/AU25 never-sense-never-store inheritance) might be WEAKER by design. Is that acceptable — do we accept a less-powerful public tool as the price of a free one — and who decides how much power the people are allowed to give themselves before it becomes the thing we were fleeing? What's the governance that lets a city see itself without letting anyone watch its people?"
automata,research/automata/QUESTION_BANK_EXTENDED.md,AU89,bank,"""A daily topic on all forms of media"" is a real production ask, not a slogan — who MAKES that, every day, in a voice people actually want (the warm one, not the doom one)? Is it a daily segment, a creator network, a neighbour-teaches-neighbour chain, all of it? And how do you keep a daily literacy feed from curdling into either hype (""everything's amazing, buy this"") or fear (""the machines are coming"") — the two failure modes that already own the algorithm ⚠️?"
