org_id,name,category,subcategory,area,website,verification_status,last_verified
ORG-01096,Canada China Business Council (CCBC),fraternal-chambers,ethnocultural chamber — Chinese,Toronto,https://ccbc.com/about/,verified-live,2026-07-30
ORG-01097,Canada-Israel Chamber of Commerce (CICC),fraternal-chambers,ethnocultural chamber — Jewish/Israeli,Toronto,https://www.canadaisraelchamber.com/,verified-live,2026-07-30
ORG-01098,Canadian Türkiye Business Council (CTBC),fraternal-chambers,ethnocultural chamber — Turkish,Toronto,https://www.ctbc.ca/,verified-live,2026-07-30
ORG-01099,Nigerian and Canadian Business Network (NCBN),fraternal-chambers,ethnocultural chamber — Nigerian,Ontario,https://ncbn.ca/,verified-live,2026-07-30
ORG-01100,World Sikh Organization of Canada (WSO),faith-spiritual,Sikh advocacy & human rights federation,GTA-wide,https://www.worldsikh.org/contact,verified-live,2026-07-30
ORG-01101,Sikh Federation (Canada),faith-spiritual,Sikh advocacy network uniting gurdwaras & orgs,GTA-wide,https://www.sikhfederation.ca/contact,verified-live,2026-07-30
ORG-01102,Ontario Sikhs and Gurdwara Council (OSGC),faith-spiritual,Sikh gurdwara umbrella body (Ontario),GTA-wide,https://osgc.ca/contact-us/,verified-live,2026-07-30
ORG-01103,Hindu Canadian Foundation (HCF),faith-spiritual,Hindu national advocacy & cultural federation,GTA-wide,https://www.hinducanadian.org/contact,verified-live,2026-07-30
ORG-01104,Vishva Hindu Parishad Canada (VHP Ontario),faith-spiritual,Hindu temple/organization federation,GTA-wide,https://docs.google.com/forms/d/1b1-K_XswVzo88WZ7k6lGMxTyndfTjZ8vXfrWBFQvU9c/viewform,verified-live,2026-07-30
ORG-01105,Hindu Forum Canada,faith-spiritual,Hindu advocacy & interfaith organization,GTA-wide,https://hinduforumcanada.org/contact/,verified-live,2026-07-30
ORG-01106,Canadian Council of Imams (CCI),faith-spiritual,Unified council of Imams/Muslim leaders,GTA-wide,https://canadiancouncilofimams.com/contact-us/,verified-live,2026-07-30
ORG-01107,National Council of Canadian Muslims (NCCM),faith-spiritual,Muslim civil-rights & advocacy organization,GTA-wide,https://nccm.ca/contact-us/,verified-live,2026-07-30
ORG-01108,Kashruth Council of Canada (COR),faith-spiritual,Kosher certification & rabbinical council,GTA-wide,https://cor.ca/contact/,verified-live,2026-07-30
ORG-01109,Centre for Israel and Jewish Affairs (CIJA),faith-spiritual,Jewish community public-policy advocacy federation,GTA-wide,https://www.cija.ca/contact_us,verified-live,2026-07-30
ORG-01110,Canadian Multifaith Federation (formerly Ontario Multifaith Council),faith-spiritual,Interfaith spiritual-care advocacy council,GTA-wide,https://canadianmultifaithfederation.weebly.com/contact.html,verified-live,2026-07-30
ORG-01111,ISARC (Interfaith Social Assistance Reform Coalition),faith-spiritual,Interfaith social-justice/poverty-advocacy coalition,GTA-wide,https://isarc.ca/contact/,verified-live,2026-07-30
ORG-01112,Ontario Confederation of University Faculty Associations (OCUFA),civil-society-advocacy,sector umbrella — university faculty (labour),Toronto,https://ocufa.on.ca/contact/,verified-live,2026-07-30
ORG-01113,Council of Ontario Universities (public brand: Ontario's Universities),civil-society-advocacy,sector umbrella — university education,Toronto,https://cou.ca/contact-us/,verified-live,2026-07-30
ORG-01114,Colleges Ontario,civil-society-advocacy,sector umbrella — college education,Toronto,https://www.collegesontario.org/en/about/contact,verified-live,2026-07-30
ORG-01115,Ontario Museum Association,civil-society-advocacy,sector umbrella — museums & heritage,Toronto,https://museumsontario.ca/en_ca/about/,verified-live,2026-07-30
ORG-01116,Ontario Library Association,civil-society-advocacy,sector umbrella — libraries,Toronto,https://accessola.com/home/,verified-live,2026-07-30
ORG-01117,Association of Municipalities of Ontario (AMO),civil-society-advocacy,sector umbrella — municipal government,Toronto,https://www.amo.on.ca/contact-us,verified-live,2026-07-30
ORG-01118,Ontario Sport Network,civil-society-advocacy,sector umbrella — sport & physical activity,Toronto,https://www.ontariosportnetwork.ca/about/contact-us,verified-live,2026-07-30
ORG-01119,Philanthropic Foundations Canada,civil-society-advocacy,sector umbrella — philanthropic foundations,Toronto,https://pfc.ca/contact/,verified-live,2026-07-30
ORG-01120,Ontario Hospital Association,civil-society-advocacy,sector umbrella — hospitals & healthcare,Toronto,https://www.oha.com/,verified-live,2026-07-30
ORG-01121,Alliance for Healthier Communities,civil-society-advocacy,sector umbrella — community health centres,Toronto,https://www.allianceon.org/,verified-live,2026-07-30
ORG-01122,Ontario Association of Children's Aid Societies (OACAS),civil-society-advocacy,sector umbrella — child welfare,Toronto,https://www.oacas.org/about/,verified-live,2026-07-30
ORG-01123,Ontario Non-Profit Housing Association (ONPHA),civil-society-advocacy,sector umbrella — nonprofit housing,Toronto,https://onpha.on.ca/about-ontario-nonprofit-housing-association/,verified-live,2026-07-30
ORG-01124,Mirvish Productions,arts-culture,"theatre/arts institution — commercial theatre presenter/producer, est. 1963",Toronto,https://www.mirvish.com/about/contact-us,verified-live,2026-07-30
ORG-01125,Young People's Theatre,arts-culture,"theatre/arts institution — theatre for young audiences, est. 1966",Toronto,https://www.youngpeoplestheatre.org,verified-live,2026-07-30
ORG-01126,Tarragon Theatre,arts-culture,"theatre/arts institution — new Canadian playwriting theatre, est. 1970",Toronto,https://www.tarragontheatre.com/about,verified-live,2026-07-30
ORG-01127,Factory Theatre,arts-culture,"theatre/arts institution — Canadian new-work theatre, est. 1970",Toronto,https://www.factorytheatre.ca/about-us/contact-us/,verified-live,2026-07-30
ORG-01128,Theatre Passe Muraille,arts-culture,"theatre/arts institution — collective-creation/new Canadian work theatre, est. 1968",Toronto,https://www.passemuraille.ca/contact-us/,verified-live,2026-07-30
ORG-01129,Buddies in Bad Times Theatre,arts-culture,"theatre/arts institution — queer theatre (world's largest), est. 1979",Toronto,https://buddiesinbadtimes.com/contact,verified-live,2026-07-30
ORG-01130,Obsidian Theatre,arts-culture,"theatre/arts institution — Black theatre company, est. 2000",Toronto,https://www.obsidiantheatre.com/connect/,verified-live,2026-07-30
ORG-01131,Nightwood Theatre,arts-culture,"theatre/arts institution — feminist theatre company, est. 1979",Toronto,https://www.nightwoodtheatre.net/staff/,verified-live,2026-07-30
ORG-01132,Crow's Theatre,arts-culture,"theatre/arts institution — contemporary theatre company, est. 1983",Toronto,https://www.crowstheatre.com/about/contact-us,verified-live,2026-07-30
ORG-01133,Coal Mine Theatre,arts-culture,"theatre/arts institution — independent theatre company, 100-seat venue, est. 2014",Toronto,https://www.coalminetheatre.com/aboutthecompany,verified-live,2026-07-30
ORG-01134,Toronto Dance Theatre,arts-culture,"theatre/arts institution — contemporary dance company with resident ensemble, est. 1968",Toronto,https://www.tdt.org/about/mission-mandate/,verified-live,2026-07-30
ORG-01135,Opera Atelier,arts-culture,"theatre/arts institution — baroque/period opera company, est. 1985",Toronto,https://www.operaatelier.com/contact-us/,verified-live,2026-07-30
ORG-01136,Tapestry Opera,arts-culture,"theatre/arts institution — new Canadian opera creation company, est. 1979",Toronto,https://tapestryopera.com/contact/find-us/,verified-live,2026-07-30
ORG-01137,Esprit Orchestra,arts-culture,"theatre/arts institution — professional new-orchestral-music orchestra, est. 1983",Toronto,https://espritorchestra.com/about-esprit-orchestra,verified-live,2026-07-30
ORG-01138,Textile Museum of Canada,arts-culture,"theatre/arts institution — textile arts museum, 15,000+ objects, est. 1975",Toronto,https://textilemuseum.ca/contact/,verified-live,2026-07-30
ORG-01139,Against the Grain Theatre,arts-culture,"theatre/arts institution — indie/experimental opera company, est. 2010",Toronto,https://atgtheatre.com/contact/,verified-live,2026-07-30
ORG-01140,ACEC-Ontario (Association of Consulting Engineering Companies – Ontario),professional-association,engineering,Ontario,https://acecontario.ca/contact-us/,verified-live,2026-07-30
ORG-01141,Green Neighbours Network of Toronto (GNN),environment-climate,community-environmental-network,GTA-wide,https://gnntoronto.ca/contact-us/,verified-live,2026-07-30
ORG-01142,Ontario Rivers Alliance,environment-climate,river-conservation-advocacy,Ontario,https://www.ontarioriversalliance.ca/,verified-live,2026-07-30
ORG-01143,Ontario Farmland Trust,environment-climate,farmland-conservation,GTA-wide,https://ontariofarmlandtrust.ca/contact/,verified-live,2026-07-30
ORG-01144,York University Faculty Association (YUFA),post-secondary,faculty-union,GTA-wide,https://yufa.ca/contact,verified-live,2026-07-30
ORG-01145,Muslim Students' Association – University of Toronto (UofT MSA),post-secondary,student-club,GTA-wide,https://uoftmsa.com/contact-us.html,verified-live,2026-07-30
ORG-01146,The Weekly Voice,community-media,south-asian-print-digital,GTA-wide,https://weeklyvoice.com/contact-south-asian-advertising/,verified-live,2026-07-30
ORG-01147,South Asian Post,community-media,south-asian-print,GTA-wide,https://www.southasianpost.com/contact-us,verified-live,2026-07-30
ORG-01148,Curling Ontario (Ontario Curling Council; formerly Ontario Curling Association / CurlON),sport-recreation,curling-governing-body,Ontario,https://occ.curling.io/en/contact,verified-live,2026-07-30
ORG-01149,Haven Toronto (formerly Good Neighbours' Club),civil-society-advocacy,homelessness-elder-services,Toronto,https://haventoronto.ca/,verified-live,2026-07-30
ORG-01150,Wine Growers Ontario,culinary-food-culture,wine-industry-association,GTA-wide,https://www.winegrowersontario.ca/contact/,verified-live,2026-07-30
ORG-01152,"St. Mathew's Mar Thoma Church, Toronto",faith-spiritual,Mar Thoma Syrian parish,Halton Hills,https://marthomachurch.ca/,verified-live,2026-08-16
ORG-01153,Ontario Baseball Association (Baseball Ontario),sport-recreation,provincial sport governing body — baseball,Ontario,https://www.playoba.ca/,verified-live,2026-08-16
ORG-01154,The Nile Association of Ontario (Nile Club Association of Ontario),ethnocultural-diaspora,Egyptian community association (civic/cultural),GTA-wide,https://www.nileclub.org/,verified-live,2026-08-16
ORG-01155,Federation of Korean Associations in Canada (FKCA / 캐나다 한인회 총연합회),ethnocultural-diaspora,"Korean community federation — national, with GTA chapter",GTA-wide,https://www.fkca.ca/,verified-live,2026-08-16
ORG-01156,Canada-Poland Chamber of Commerce of Toronto (CPCC),fraternal-chambers,ethnocultural chamber — Polish,Toronto,https://www.canada-poland.com/,verified-live,2026-08-16
ORG-01157,Bangladesh Business Chamber of Canada (BBCC),fraternal-chambers,ethnocultural chamber — Bangladeshi,Toronto,https://bangladeshchamber.ca/,verified-live,2026-08-16
ORG-01158,Canada-Sri Lanka Business Council (CSLBC),fraternal-chambers,ethnocultural chamber — Sri Lankan,Toronto,https://www.cslbc.ca/,verified-live,2026-08-16
ORG-01159,Toronto Climate Action Network (TCAN),civil-society-advocacy,climate coalition hub,Toronto,https://www.tcan.ca/,verified-live,2026-08-01
ORG-01160,TMU Democratic Engagement Exchange (The Exchange),civil-society-advocacy,democratic/civic engagement convener,Toronto,https://www.engagedemocracy.ca/,verified-live,2026-08-01
ORG-01161,RaBIT (Ranked Ballot Initiative of Toronto),civil-society-advocacy,electoral reform,Toronto,https://www.rabit.ca/,verified-live,2026-08-01
ORG-01162,WomanACT (Woman Abuse Council of Toronto),civil-society-advocacy,gender-based violence policy & coordination,Toronto,https://womanact.ca/,verified-live,2026-08-01
ORG-01163,Right to Housing Toronto (R2HTO),civil-society-advocacy,housing rights,Toronto,https://right2housingto.ca/,verified-live,2026-08-01
ORG-01164,Toronto Alliance to End Homelessness (TAEH),base-of-pyramid,homelessness policy & coordination,Toronto,https://taeh.ca/,verified-live,2026-08-01
ORG-01165,Toronto Society of Architects (TSA),civil-society-advocacy,built-environment professional voice,Toronto,https://torontosocietyofarchitects.ca/,verified-live,2026-08-01
ORG-01166,Community Civic Engagement Collaborative (CCEC / Downtown East Votes),civil-society-advocacy,ward-level civic engagement (Regent Park/Moss Park/St. James Town/Corktown),Ward 13 (Toronto Centre),https://www.downtowneastvotes.ca/,verified-live,2026-08-01
ORG-01167,Regent Park TV (RPTV),media-production,community media (Regent Park),Ward 13 (Toronto Centre),https://www.regentpark.tv/,verified-live,2026-08-16
ORG-01169,Beach Metro Community News,media-production,community newspaper (Beach/East York/SW Scarborough),Ward 19 (Beaches-East York),https://beachmetro.com/,verified-live,2026-08-01
ORG-01170,Toronto Community Bikeways Coalition (TCBC),civil-society-advocacy,active-transportation/cycling advocacy,Toronto,https://www.communitybikewaysto.ca/,verified-live,2026-08-01
ORG-01171,Friends and Families for Safe Streets (FFSS),civil-society-advocacy,road-safety/traffic-violence survivor advocacy,Toronto,https://www.ffsafestreets.ca/,verified-live,2026-08-01
ORG-01172,ZoomerMedia Limited,media-production,multiplatform media (seniors/Boomer + Gen Z audiences),Toronto,https://zoomermedia.ca/,verified-live,2026-08-01
ORG-01173,Family Service Toronto (host of Ontario Campaign 2000),civil-society-advocacy,child/family poverty policy — Ontario Campaign 2000 host,Toronto,https://familyservicetoronto.org/,verified-live,2026-08-01
ORG-01174,Toronto Police Accountability Coalition (TPAC),civil-society-advocacy,police-policy-accountability-advocacy,Toronto,https://www.tpac.ca/,verified-live,2026-08-01
ORG-01175,Access Alliance Multicultural Health and Community Services,newcomer/immigrant-serving,settlement/health agency — election civic-engagement programming,Toronto,https://accessalliance.ca/,verified-live,2026-08-01
ORG-01176,CIVIX (Student Vote),civil-society-advocacy,civic/citizenship education non-profit — school-based election programming,GTA-wide,https://civix.ca/,verified-live,2026-08-01
ORG-01177,Vox Pop Labs (Vote Compass),civic-tech,data-driven civic-engagement/decision-science firm — Vote Compass election tool,Toronto,https://voxpoplabs.com/,verified-live,2026-08-01
ORG-01178,Lytton Park Residents' Organization (LPRO),neighbourhood-association,residents' association — ward-level election convener,Ward 8 (Eglinton-Lawrence),https://lyttonparkro.ca/,verified-live,2026-08-01
ORG-01179,Leaside Residents Association (LRA),neighbourhood-association,residents' association — ward-level election convener,Ward 15 (Don Valley West),https://leasideresidents.ca/,verified-live,2026-08-01
ORG-01180,Danforth East Community Association (DECA),neighbourhood-association,residents' association — ward-level election convener,Ward 19 (Beaches-East York),https://deca.to/,verified-live,2026-08-01
ORG-01181,Parkdale Residents Association (PRA),neighbourhood-association,residents' association — ward-level election convener,Ward 4 (Parkdale-High Park),https://parkdale.to/,verified-live,2026-08-01
ORG-01182,Bedford Park Residents Organization (BPRO),neighbourhood-association,residents' association — ward-level election convener,Ward 8 (Eglinton-Lawrence),https://bprotoronto.ca/,verified-live,2026-08-01
ORG-01184,Newcomer Women's Services Toronto,newcomer/immigrant-serving,settlement agency — immigrant/newcomer women & families,Toronto,https://www.newcomerwomen.org/,verified-live,2026-08-01
ORG-01185,Toronto Alliance for the Performing Arts (TAPA),arts-culture,performing-arts-service-umbrella,,https://tapa.ca/,verified-live,2026-08-01
ORG-01186,AODA Alliance (Accessibility for Ontarians with Disabilities Act Alliance),civil-society-advocacy,disability-rights,,https://www.aodaalliance.org/,verified-live,2026-08-01
ORG-01187,Etobicoke Climate Action (ECA),civil-society-advocacy,climate/environment advocacy — ward-level election convener (co-host),Ward 2 (Etobicoke Centre); Ward 3 (Etobicoke-Lakeshore),https://www.etobicokeclimateaction.ca/,verified-live,2026-08-01
ORG-01188,Ecumenical Links Etobicoke (ECULINKS),faith-spiritual,interfaith coalition — ward-level election convener (co-host),Ward 2 (Etobicoke Centre),https://www.eculinks.ca/,verified-live,2026-08-16
ORG-01189,Baldwin Village Community Association,neighbourhood-association,residents' association — ward-level election convener,Ward 11 (University-Rosedale),https://www.baycloverhill.com/notices/city-councillor-candidates-ward-11-university-rosedale,verified-live,2026-08-16
ORG-01190,Bay Cloverhill Community Association (BCCA),neighbourhood-association,residents' association — ward-level election reporting/coalition member,Ward 11 (University-Rosedale) / Ward 13 (Toronto Centre boundary),https://www.baycloverhill.com/,verified-live,2026-08-01
ORG-01191,South Rosedale Residents' Association (SRRA),neighbourhood-association,residents' association — ward-level election convener (coalition lead),Ward 11 (University-Rosedale),https://southrosedale.org/,verified-live,2026-08-01
ORG-01192,Garment District Neighbourhood Association (GDNA),neighbourhood-association,residents' association — ward-level election convener (coalition lead),Ward 10 (Spadina-Fort York),https://www.gdnatoronto.org/,verified-live,2026-08-01
ORG-01193,Don Mills Residents Inc. (DMRI),neighbourhood-association,residents' association — ward-level election convener,Ward 16 (Don Valley East),https://www.dmri.ca/,verified-live,2026-08-01
ORG-01194,Centennial Community and Recreation Association (CCRA),neighbourhood-association,residents'/community association — ward-level election convener (coalition lead),Ward 25 (Scarborough-Rouge Park),http://www.ccranews.com/,verified-live,2026-08-16
ORG-01195,Senior Persons Living Connected (SPLC),civil-society-advocacy,seniors-services agency — ward-level election convener (co-host),Ward 22 (Scarborough-Agincourt),https://www.splc.ca/,verified-live,2026-08-01
ORG-01196,"TMU Zone Learning (incl. Legal Innovation Zone, Social Ventures Zone)",business-incubator,"zone-network incubator model — sector-specific incubators (Legal Innovation Zone, Social Ventures Zone)",Toronto,https://torontomu.ca/zone-learning,verified-live,2026-08-16
ORG-01197,Centennial College — Centre of Innovation & Entrepreneurship (COIE),business-incubator,"entrepreneurship/incubation arm of Centennial College — Incubation Experience, 60+ free public workshops/year",Toronto (Scarborough/East End),https://centennialcollege.ca,verified-live,2026-08-16
ORG-01198,Toronto Tech Week,business-incubator,decentralized week of 500+ community-led tech events; 2-year City of Toronto partnership,Toronto,https://www.torontotechweek.com,verified-live,2026-08-02
ORG-01199,TorontoJS,business-incubator,"volunteer-run JavaScript developer community — meetups, guild, Slack",Toronto,https://www.meetup.com/torontojs/,verified-live,2026-08-02
ORG-01200,BFUTR / Black Tech Week North,professional-association,"Canada's largest Black technology summit, tech-week format",Mississauga (GTA),https://bfutr.obsidi.com/,verified-live,2026-08-02
ORG-01201,Black Innovation Zone (BIZ),professional-association,"coalition of Black-led tech/innovation orgs (Black Founders Network, Federation of Black Canadians, DMZ, TiE Toronto, etc.)",Toronto,https://blackinnovationzone.ca/,verified-live,2026-08-02
ORG-01202,Indigenous Friends Association (IFA),professional-association,"Indigenous-led nonprofit — IndigiTECH Mentorship, InDIGITAL curriculum, iConnectED youth platform",Toronto,https://www.indigenousfriends.org/,verified-live,2026-08-02
ORG-01203,Data for Good Toronto,professional-association,volunteer data scientists/analysts matched to nonprofit data problems via Datathons/DataNights,Toronto,https://toronto.dataforgood.ca/,verified-live,2026-08-02
ORG-01204,Youth Empowering Parents (YEP),youth-community,reverse-mentoring model — youth teach digital literacy to parents/newcomers/seniors,Toronto,https://yepeducation.com/,verified-live,2026-08-16
ORG-01205,QueerTech (incl. QT Qonference),professional-association,national 2SLGBTQ+ tech nonprofit; QT Qonference held in Toronto,Toronto,https://queertech.org/,verified-live,2026-08-02
ORG-01206,DemocracyXChange (DXC),deliberation-civic-tech,"Canada's Democracy Summit — co-produced by OCAD, Open Democracy Project, and The Dais at TMU",Toronto,https://www.democracyxchange.org/,verified-live,2026-08-02
ORG-01207,Open Democracy Project,deliberation-civic-tech,nonprofit running DemocracyKit (open resource platform for campaigns); organizes DemocracyXChange,Toronto,https://opendemocracy.ca/,verified-live,2026-08-02
ORG-01208,Inclusive Design Research Centre (IDRC),research-policy,OCAD University's applied research centre for inclusive/accessible design,Toronto,https://idrc.ocadu.ca/,verified-live,2026-08-02
ORG-01209,Trajectory Labs,research-science,"Open Philanthropy-funded coworking + events hub for AI-safety researchers/practitioners, 100 University Ave",Toronto,https://www.trajectorylabs.org,verified-live,2026-08-02
ORG-01210,Toronto AI Safety meetup,research-science,weekly AI-safety practitioner meetup hosted by Trajectory Labs,Toronto,https://www.meetup.com/toronto-ai-aligners/,verified-live,2026-08-02
ORG-01211,WardWatch,community-media,"non-partisan Toronto ward-by-ward election tracker — candidates, councillor scorecards, alignment maps, campaign-finance mapping; WCAG 2.2 AA/AODA-compliant; project of PoliAlerts Inc.",Toronto,https://wardwatch.ca,verified-live,2026-08-02
ORG-01212,Thorncliffe Park Community Hub,neighbourhood-association,"City-recognized Neighbourhood Improvement Area (NIA) community hub — Residents Council, Grassroots Leaders",Thorncliffe Park,https://thorncliffehub.org/,verified-live,2026-08-02
ORG-01213,BikeSpace,deliberation-civic-tech,Civic Tech Toronto volunteer-built app to report/map broken or missing bike parking; parking-finder + Level of Traffic Stress map,Toronto,https://bikespace.ca/,verified-live,2026-08-02
ORG-01214,SolveTO,deliberation-civic-tech,"AI-assisted 311-style civic issue reporter — photo, AI drafts report, routes to city + ward councillor",Toronto; Mississauga,https://solveto.ca/,verified-live,2026-08-02
ORG-01215,Civic Dashboard,deliberation-civic-tech,Civic Tech Toronto project making City Council votes/agenda items accessible/trackable,Toronto,https://civicdashboard.ca/,verified-live,2026-08-02
ORG-01216,Tapestry Community Capital,impact-investing-altruism,Canada's leading community-bonds service partner — working with 11+ housing providers to raise $110M in community bonds,Toronto,https://tapestrycapital.ca/,verified-live,2026-08-02
ORG-01217,ClimateFast,environment-climate,"volunteer grassroots climate advocacy org — Wards Project (ward-level climate networks), Climate Voting Records Toronto",Toronto,https://climatefast.ca/,verified-live,2026-08-02
ORG-01218,City Hall Watcher,community-media,"Matt Elliott's paid weekly newsletter on Toronto Council — Council Scorecard, 2026 Candidate Tracker; free access for advocates/activists on request",Toronto,https://toronto.cityhallwatcher.com/,verified-live,2026-08-02
ORG-01219,Filipino-Canadian Tech Association (FCTA / PinoyTech),ethnocultural-diaspora,advocacy/professional development/community building/entrepreneurship support for Filipino-Canadian tech professionals,Toronto,https://pinoytech.ca/,verified-live,2026-08-02
ORG-01220,Nigerian IT Professionals in Canada (NIPCA),ethnocultural-diaspora,"Toronto-based community — education, networking, mentorship, job referrals for Nigerian tech professionals",Toronto,https://www.facebook.com/NigerianITProfessionalsinCanada/,verified-live,2026-08-16
ORG-01221,Ukrainian Canadian Professional and Business Association of Toronto (UCPBA),ethnocultural-diaspora,"professional/business association — Startup 360 Forum 2026, mentorship/networking",Toronto,https://ucpba.ca/,verified-live,2026-08-02
ORG-01222,Canadian Tamil Professionals Association (CTPA),ethnocultural-diaspora,"Tamil professional network — career development, mentorship (Paalam program), flagship events",Toronto,https://tamilprofessional.ca/,verified-live,2026-08-02
ORG-01223,Black Boys Code (Canada) — Toronto,education-training,free STEM/coding/robotics/AI programs for Black youth ages 8-17; Toronto programming at York University's Bergeron Centre,Toronto,https://blackboyscode.ca/locations/toronto/,verified-live,2026-08-02
ORG-01224,Cyber-Seniors,education-training,teen mentors (15+) trained to help seniors with computers/tablets/smartphones; Toronto-origin program,Toronto,https://cyberseniors.org/,verified-live,2026-08-02
ORG-01225,Federation of Urban Neighbourhoods (FUN),neighbourhood-association-federation,"province-wide umbrella of community/neighbourhood associations — Ontario (Toronto, Mississauga, Kitchener, Brampton, Caledon, Halton Region, northern Ontario chapters)",Ontario,https://urbanneighbourhoods.ca/,verified-live,2026-08-16
ORG-01226,Coalition of Toronto Residents' Associations (COTRA),neighbourhood-association-federation,"advocacy coalition of Toronto residents' associations — recent campaign: city-wide Neighbourhood Retail & Services zoning policy (3,400+ respondent resident survey submitted to City Council, Nov 2025)",Toronto,https://cot-ra.org/,verified-live,2026-08-16
ORG-01227,Cranberry Cove Port Credit Ratepayers Association (CCPCRA),neighbourhood-association-federation,"resident/ratepayer association — Port Credit (Cranberry Cove), Mississauga",Peel (Mississauga Ward 1),,verified-live,2026-08-16
ORG-01228,Sherway Homeowners and Recreational Association (SHORA),neighbourhood-association-federation,"resident/ratepayer association — Sherway, Mississauga",Peel (Mississauga Ward 1),,verified-live,2026-08-16
ORG-01230,Clarkson Fairfields South Ratepayers Association (CFSRA),neighbourhood-association-federation,"resident/ratepayer association — Clarkson Fairfields South, Mississauga",Peel (Mississauga Ward 2),https://www.cfsra.ca/,verified-live,2026-08-16
ORG-01231,Hillcrest Ratepayers Association (HRA),neighbourhood-association-federation,"resident/ratepayer association — Hillcrest (Clarkson-Lorne Park), Mississauga",Peel (Mississauga Ward 2),http://hillcrestratepayers.ca/,verified-live,2026-08-16
ORG-01233,Meadow Wood-Rattray Ratepayers Association (MWRRA),neighbourhood-association-federation,"resident/ratepayer association — Meadow Wood-Rattray, Mississauga",Peel (Mississauga Ward 2),,verified-live,2026-08-16
ORG-01234,Park Royal Community Association (PRCA),neighbourhood-association-federation,"resident/ratepayer association — Park Royal, Mississauga",Peel (Mississauga Ward 2),,verified-live,2026-08-16
ORG-01235,Sheridan Homelands Ratepayers' Association (SHORA),neighbourhood-association-federation,"resident/ratepayer association — Sheridan Homelands, Mississauga",Peel (Mississauga Ward 2),,verified-live,2026-08-16
ORG-01236,Whiteoaks Lorne Park Community Association (WLPCA),neighbourhood-association-federation,"resident/ratepayer association — Whiteoaks/Lorne Park, Mississauga",Peel (Mississauga Ward 2),,verified-live,2026-08-16
ORG-01238,Applewood Hills & Heights Residents' Association (AHHRA),neighbourhood-association-federation,"resident/ratepayer association — Applewood Hills & Heights, Mississauga",Peel (Mississauga Ward 3),https://applewoodhhra.com/,verified-live,2026-08-16
ORG-01239,Cooksville Munden Park Homeowners Organization (CMPHO),neighbourhood-association-federation,"resident/ratepayer association — Cooksville/Munden Park, Mississauga",Peel (Mississauga Ward 7),,verified-live,2026-08-16
ORG-01241,Gordon Woods Homeowners Association (GWHA),neighbourhood-association-federation,"resident/ratepayer association — Gordon Woods (incorporated 1977), Mississauga",Peel (Mississauga Ward 7),https://www.gordonwoods.ca/contact/,verified-live,2026-08-16
ORG-01242,Sherwood Forrest Residents' Association (SFRA),neighbourhood-association-federation,"resident/ratepayer association — Sherwood Forrest, Mississauga",Peel (Mississauga Ward 8),http://www.sfra.ca/,verified-live,2026-08-16
ORG-01243,Sir John's Homestead Ratepayer Association (SJHRA),neighbourhood-association-federation,"resident/ratepayer association — Sir John's Homestead, Mississauga",Peel (Mississauga Ward 8),,verified-live,2026-08-16
ORG-01244,Churchill Meadows Residents' Association (CMRA),neighbourhood-association-federation,"resident/ratepayer association — Churchill Meadows, Mississauga",Peel (Mississauga Ward 10),,verified-live,2026-08-16
ORG-01245,Lisgar Residents' Association (LRA),neighbourhood-association-federation,"resident/ratepayer association — Lisgar, Mississauga",Peel (Mississauga Ward 10),,verified-live,2026-08-16
ORG-01248,Junction Residents Association (JRA),neighbourhood-association-federation,"resident/ratepayer/tenants association — The Junction, Toronto Ward 4 (Parkdale-High Park)",Toronto,http://junctionra.ca,verified-live,2026-08-16
ORG-01249,Bloor West Village Residents Association (BWVRA),neighbourhood-association-federation,"resident/ratepayer/tenants association — Bloor West Village, Toronto Ward 4 (Parkdale-High Park)",Toronto,https://bwvra.ca/,verified-live,2026-08-16
ORG-01250,Runnymede Village Neighbourhood Association,neighbourhood-association-federation,"resident/ratepayer/tenants association — Runnymede, Toronto Ward 4 (Parkdale-High Park)",Toronto,,verified-live,2026-08-16
ORG-01251,Warren Park Ratepayers,neighbourhood-association-federation,"resident/ratepayer/tenants association — Warren Park, Toronto Ward 4 (Parkdale-High Park)",Toronto,,verified-live,2026-08-16
ORG-01252,High Park Residents' Association,neighbourhood-association-federation,"resident/ratepayer/tenants association — Bloor St to High Park Blvd, between Parkside Dr and Roncesvalles Ave, Toronto Ward 4 (Parkdale-High Park)",Toronto,,verified-live,2026-08-16
ORG-01253,Sunnyside Community Association,neighbourhood-association-federation,"resident/ratepayer/tenants association — High Park Blvd to the lake, between Roncesvalles Ave and Parkside Dr, Toronto Ward 4 (Parkdale-High Park)",Toronto,,verified-live,2026-08-16
ORG-01254,Old Mill Residents Association,neighbourhood-association-federation,"resident/ratepayer/tenants association — Old Mill, Toronto Ward 4 (Parkdale-High Park)",Toronto,,verified-live,2026-08-16
ORG-01255,Crossways Tenants Association,neighbourhood-association-federation,"resident/ratepayer/tenants association — Crossways (Jameson/King St W), Toronto Ward 4 (Parkdale-High Park)",Toronto,,verified-live,2026-08-16
ORG-01256,ABC Residents' Association,neighbourhood-association-federation,"resident/ratepayer association — Yorkville, Toronto (FoNTRA member)",Toronto,https://www.abcra.ca/,verified-live,2026-08-16
